year,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2005,c) 2,310456,315042,2475191,2535556,13398,3.946,62309,18.353,537913,72243,465670,2.849,21.215,656234,322431,333803,12.716,25.881,-118321,-4.666,42.430,49457,49605,276298
2005,d) 3,270965,279445,2729416,2785930,11940,4.038,44438,15.028,464858,75441,389417,2.708,16.686,578185,242430,335755,8.702,20.754,-113327,-4.068,33.372,34603,34830,203923
2005,e) 4,232637,241182,2154411,2184077,10808,4.268,34958,13.803,393765,57606,336159,2.638,18.029,452717,179477,273240,8.218,20.728,-58952,-2.699,36.058,26755,27056,146299
2005,f) 5,214499,224762,2147483,2179423,9820,4.183,29802,12.695,366926,64364,302562,2.953,16.836,431124,168634,262490,7.738,19.782,-64198,-2.946,33.672,22621,22971,134374
2005,g) 6 to 10,926594,1002405,11011054,11186771,41315,3.987,109028,10.521,1686876,314154,1372722,2.808,15.079,2036803,713640,1323163,6.379,18.207,-349927,-3.128,30.158,80402,82110,540648
2005,h) 11 to 15,637578,720579,9412902,9530706,24339,3.295,60707,8.217,1306528,264285,1042243,2.773,13.709,1535124,434389,1100735,4.558,16.107,-228596,-2.399,27.417,42998,44303,289711
2005,i) 16 to 20,509878,626535,10337748,10433260,19852,3.104,45754,7.155,1207960,237126,970834,2.273,11.578,1399495,396626,1002869,3.802,13.414,-191535,-1.836,23.156,28940,30575,215415
2005,j) 21 to 25,362896,459177,7943860,8012183,12203,2.614,27490,5.889,881655,191665,689990,2.392,11.004,1022087,273317,748770,3.411,12.757,-140432,-1.753,22.008,17749,18873,155230
2005,k) 26+,169658,240499,4779074,4776137,8401,3.447,14864,6.099,556881,128613,428268,2.693,11.660,555428,136216,419212,2.852,11.629,1453,0.030,23.258,8742,9733,64272
2005,l) Left Censored,624363,1650178,56741288,56964849,91279,5.492,114852,6.911,5900869,1746097,4154772,3.065,10.359,6337558,1876915,4460643,3.295,11.125,-436689,-0.767,20.718,27874,31336,276293
2006,a) 0,541738,544076,2952904,1476456,544076,199.999,X,X,2952905,2952904,X,200.000,200.000,X,X,X,X,X,2952898,199.999,X,X,X,X
2006,b) 1,399604,407648,2976583,2953967,2918,0.626,119328,25.615,833376,49148,784228,1.664,28.212,779243,436035,343208,14.761,26.380,54133,1.833,52.759,96137,96379,369121
2006,c) 2,336807,343099,2721710,2736535,17784,4.835,67224,18.276,606074,89097,516977,3.256,22.148,633697,311481,322216,11.382,23.157,-27623,-1.009,44.295,54764,54877,266839
2006,d) 3,275397,282097,2435632,2439925,14288,4.787,47014,15.752,509305,94404,414901,3.869,20.874,516193,232857,283336,9.544,21.156,-6888,-0.282,41.748,37854,37939,197404
2006,e) 4,245706,256763,2715847,2719851,13460,5.020,36220,13.508,474443,86597,387846,3.184,17.444,483146,197674,285472,7.268,17.764,-8703,-0.320,34.887,28412,28626,163259
2006,f) 5,212621,222496,2174979,2158735,10981,4.736,29685,12.804,401800,68912,332888,3.192,18.613,369904,151674,218230,7.026,17.135,31896,1.478,34.270,23032,23314,124035
2006,g) 6 to 10,908043,983744,11081544,11064880,48042,4.737,108938,10.741,1827114,387222,1439892,3.500,16.513,1794850,661275,1133575,5.976,16.221,32264,0.292,32.442,81693,83076,512481
2006,h) 11 to 15,642436,734062,9748865,9752852,29917,3.980,65293,8.685,1414723,289622,1125101,2.970,14.506,1418865,451475,967390,4.629,14.548,-4142,-0.042,29.011,46785,48089,299288
2006,i) 16 to 20,506415,626087,10428294,10397361,26419,4.152,46753,7.348,1358640,332697,1025943,3.200,13.067,1297469,362663,934806,3.488,12.479,61171,0.588,24.958,31247,32636,213402
2006,j) 21 to 25,377002,482797,8486635,8457965,17646,3.601,32224,6.575,1040845,268067,772778,3.169,12.306,981386,274280,707106,3.243,11.603,59459,0.703,23.206,20251,21428,132627
2006,k) 26+,216541,308507,6219744,6164380,13292,4.258,20668,6.620,816182,287888,528294,4.670,13.240,707161,213270,493891,3.460,11.472,109021,1.769,22.943,12019,12746,82620
2006,l) Left Censored,594080,1648934,57331314,57110056,105445,6.391,107548,6.518,6482116,1926773,4555343,3.374,11.350,6058922,1726564,4332358,3.023,10.609,423194,0.741,21.218,28659,32188,262541
2007,a) 0,509904,514793,2696220,1348186,514793,199.998,X,X,2696232,2696220,X,199.989,199.990,X,X,X,X,X,2696092,199.979,X,X,X,X
2007,b) 1,411315,417387,2771495,2845641,4283,0.892,129621,27.001,752243,61493,690750,2.161,26.435,890985,475530,415455,16.711,31.311,-138742,-4.876,52.870,104065,104139,392451
2007,c) 2,342438,352469,2710059,2824972,15779,4.156,70091,18.463,542957,77229,465728,2.734,19.220,770913,354786,416127,12.559,27.289,-227956,-8.069,38.440,57419,57533,304958
2007,d) 3,296766,305102,2541947,2618789,14172,4.378,51437,15.889,475494,79691,395803,3.043,18.157,629410,288936,340474,11.033,24.034,-153916,-5.877,36.314,41789,41900,246303
2007,e) 4,247766,257125,2306195,2368150,12352,4.580,37482,13.898,400660,72602,328058,3.066,16.919,523618,211534,312084,8.932,22.111,-122958,-5.192,33.837,30046,30199,178153
2007,f) 5,224478,236985,2578670,2637931,11006,4.463,30281,12.278,387284,73176,314108,2.774,14.681,504383,193049,311334,7.318,19.120,-117099,-4.439,29.363,23260,23543,148812
2007,g) 6 to 10,888352,962267,10690871,10842660,43495,4.378,105773,10.648,1607461,311262,1296199,2.871,14.825,1909218,660615,1248603,6.093,17.608,-301757,-2.783,29.651,77322,78963,488052
2007,h) 11 to 15,652707,750361,10004394,10126664,30098,3.915,67097,8.727,1343874,281791,1062083,2.783,13.271,1587338,474234,1113104,4.683,15.675,-243464,-2.404,26.541,45598,46961,301861
2007,i) 16 to 20,493779,603441,9696396,9786522,21485,3.477,50311,8.143,1263713,254395,1009318,2.599,12.913,1448895,424833,1024062,4.341,14.805,-185182,-1.892,25.826,29270,30414,202823
2007,j) 21 to 25,395190,506983,9194099,9277892,17794,3.451,35150,6.816,1133805,259847,873958,2.801,12.221,1305054,386747,918307,4.168,14.066,-171249,-1.846,24.441,19740,20758,168109
2007,k) 26+,262765,378989,7682123,7728396,16113,4.196,26226,6.829,921049,243958,677091,3.157,11.918,1011476,267563,743913,3.462,13.088,-90427,-1.170,23.835,13740,14687,97921
2007,l) Left Censored,567710,1632923,56917481,57156997,107788,6.567,124681,7.596,6767309,1939563,4827746,3.393,11.840,7247418,2156591,5090827,3.773,12.680,-480109,-0.840,23.680,25332,28345,271769
2008,a) 0,471806,477391,2535370,1267761,477391,200.000,X,X,2535379,2535370,X,199.988,199.989,X,X,X,X,X,2535237,199.978,X,X,X,X
2008,b) 1,382798,389032,2548621,2619637,1798,0.398,127044,28.129,660576,22489,638087,0.858,25.216,792990,436655,356335,16.669,30.271,-132414,-5.055,50.433,101220,101364,365861
2008,c) 2,339955,347752,2516026,2639723,12095,3.163,81446,21.297,498722,63326,435396,2.399,18.893,746479,365425,381054,13.843,28.279,-247757,-9.386,37.786,65133,65279,308157
2008,d) 3,293934,305058,2532604,2614754,9854,2.999,56932,17.326,449058,65799,383259,2.516,17.174,613527,278410,335117,10.648,23.464,-164469,-6.290,34.348,45895,45989,234198
2008,e) 4,260031,269449,2383309,2454881,9483,3.302,44880,15.630,391925,55253,336672,2.251,15.965,535250,228940,306310,9.326,21.804,-143325,-5.838,31.930,35800,35977,192689
2008,f) 5,220997,231510,2149617,2225663,8527,3.490,34203,13.998,334680,56115,278565,2.521,15.037,487429,205106,282323,9.216,21.900,-152749,-6.863,30.075,26578,26692,163308
2008,g) 6 to 10,866140,938027,10638458,10848513,33202,3.400,109982,11.264,1499071,250232,1248839,2.307,13.818,1919053,676762,1242291,6.238,17.690,-419982,-3.871,27.636,81488,82906,514034
2008,h) 11 to 15,661660,759353,10078602,10255279,23338,2.977,72629,9.264,1292038,244208,1047830,2.381,12.599,1646229,503151,1143078,4.906,16.053,-354191,-3.454,25.198,48615,50483,325600
2008,i) 16 to 20,481185,577206,9022181,9114338,16667,2.813,47143,7.957,1134436,206630,927806,2.267,12.447,1324275,408485,915790,4.482,14.530,-189839,-2.083,24.893,29626,30854,205911
2008,j) 21 to 25,404535,524674,9940542,10003242,14615,2.725,38070,7.097,1143155,246340,896815,2.463,11.428,1272706,357191,915515,3.571,12.723,-129551,-1.295,22.856,21411,22524,158699
2008,k) 26+,306333,440697,8931814,8982433,14470,3.227,29965,6.682,1050817,258209,792608,2.875,11.699,1151960,319362,832598,3.555,12.825,-101143,-1.126,23.397,16364,17511,128435
2008,l) Left Censored,542802,1615259,56302842,56615361,89530,5.509,109058,6.711,5986633,1615565,4371068,2.854,10.574,6628284,1809725,4818559,3.197,11.708,-641651,-1.133,21.148,23807,26979,266004
2009,a) 0,395780,401218,2201098,1100560,401218,199.999,X,X,2201100,2201098,X,199.998,199.998,X,X,X,X,X,2201080,199.996,X,X,X,X
2009,b) 1,351846,358457,2266356,2415141,1373,0.327,124410,29.623,540411,21067,519344,0.872,22.376,828245,442959,385286,18.341,34.294,-287834,-11.918,44.752,97269,97443,365921
2009,c) 2,312609,319396,2219812,2388703,13639,3.850,83453,23.554,401492,57196,344296,2.394,16.808,737076,346997,390079,14.527,30.857,-335584,-14.049,33.616,65156,65517,292297
2009,d) 3,291043,299408,2217248,2373486,13092,4.029,64182,19.751,347724,52327,295397,2.205,14.650,660195,284703,375492,11.995,27.815,-312471,-13.165,29.301,49352,49702,236658
2009,e) 4,256436,268119,2243228,2390996,10417,3.622,49428,17.185,322871,51227,271644,2.142,13.504,616765,249461,367304,10.433,25.795,-293894,-12.292,27.007,37706,38165,204633
2009,f) 5,229568,239623,2107712,2248032,9163,3.590,40345,15.808,276375,43845,232530,1.950,12.294,556347,205605,350742,9.146,24.748,-279972,-12.454,24.588,30325,30661,170296
2009,g) 6 to 10,843981,910543,9638250,10166116,31522,3.301,120149,12.583,1116405,203340,913065,2.000,10.982,2176425,712853,1463572,7.012,21.409,-1060020,-10.427,21.963,86037,87830,546026
2009,h) 11 to 15,658035,756659,9567160,10016444,23690,3.026,76079,9.718,997747,206829,790918,2.065,9.961,1894139,494603,1399536,4.938,18.910,-896392,-8.949,19.922,51400,53062,348089
2009,i) 16 to 20,472291,562608,8053266,8422044,16027,2.772,47323,8.184,789611,185947,603664,2.208,9.376,1530205,366603,1163602,4.353,18.169,-740594,-8.794,18.751,30799,31916,220071
2009,j) 21 to 25,407448,531641,9666850,10050784,14323,2.634,38633,7.104,878894,246219,632675,2.450,8.745,1646874,401123,1245751,3.991,16.386,-767980,-7.641,17.489,22480,24179,198681
2009,k) 26+,350528,506009,9838750,10198098,14431,2.800,33180,6.438,857916,229534,628382,2.251,8.413,1579501,351906,1227595,3.451,15.488,-721585,-7.076,16.825,18855,19604,159328
2009,l) Left Censored,520708,1586111,53670997,55013573,84188,5.256,115352,7.202,4667510,1474100,3193410,2.680,8.484,7366017,1735001,5631016,3.154,13.389,-2698507,-4.905,16.969,22291,26539,318261
2010,a) 0,379699,388434,2256395,1128198,388434,200.000,X,X,2256395,2256395,X,200.000,200.000,X,X,X,X,X,2256395,200.000,X,X,X,X
2010,b) 1,300100,306724,2046914,2117979,1476,0.417,96094,27.143,491761,20995,470766,0.991,23.218,626874,335633,291241,15.847,29.598,-135113,-6.379,46.437,73175,73275,275438
2010,c) 2,296884,304309,2092071,2170064,15276,4.611,69276,20.910,403886,68921,334965,3.176,18.612,558975,279772,279203,12.892,25.758,-155089,-7.147,37.223,53327,53579,229296
2010,d) 3,272428,280003,2068383,2147120,15074,5.030,54478,18.177,343955,65171,278784,3.035,16.019,501144,234366,266778,10.915,23.340,-157189,-7.321,32.039,41253,41582,195447
2010,e) 4,258677,267738,2060838,2138484,14335,5.052,46366,16.340,323243,62199,261044,2.909,15.116,479559,206713,272846,9.666,22.425,-156316,-7.310,30.231,34337,34802,167828
2010,f) 5,230393,242639,2096933,2171784,11403,4.462,37219,14.564,305629,56036,249593,2.580,14.073,457044,185434,271610,8.538,21.045,-151415,-6.972,28.145,27431,27842,147527
2010,g) 6 to 10,855337,918358,9449139,9719159,39680,4.158,111608,11.695,1198173,246835,951338,2.540,12.328,1737583,566733,1170850,5.831,17.878,-539410,-5.550,24.656,78555,80471,430784
2010,h) 11 to 15,644788,738037,9020759,9248756,27038,3.559,70303,9.254,1011655,213766,797889,2.311,10.938,1467788,418318,1049470,4.523,15.870,-456133,-4.932,21.877,46017,47422,274874
2010,i) 16 to 20,470833,564001,7757266,7972951,18244,3.160,44951,7.786,800143,179073,621070,2.246,10.036,1234323,337758,896565,4.236,15.481,-434180,-5.446,20.071,28088,29435,178438
2010,j) 21 to 25,389893,510683,9087569,9287096,16616,3.195,35257,6.780,835152,192930,642222,2.077,8.993,1237365,298286,939079,3.212,13.323,-402213,-4.331,17.985,20150,21101,126043
2010,k) 26+,418296,598411,11523298,11666983,18630,3.068,36426,5.998,1132737,272040,860697,2.332,9.709,1414501,344560,1069941,2.953,12.124,-281764,-2.415,19.418,19092,20689,140611
2010,l) Left Censored,501499,1552496,51852331,52751512,71171,4.535,105146,6.699,4320465,1134302,3186163,2.150,8.190,6099116,1522049,4577067,2.885,11.562,-1778651,-3.372,16.380,19253,23083,245562
2011,a) 0,396280,398705,2096179,1048090,398705,200.000,X,X,2096179,2096179,X,200.000,200.000,X,X,X,X,X,2096179,200.000,X,X,X,X
2011,b) 1,288254,297897,2167522,2219005,1630,0.476,91361,26.654,540565,28395,512170,1.280,24.361,638772,329320,309452,14.841,28.786,-98207,-4.426,48.721,70012,70158,266566
2011,c) 2,258526,266332,1980352,2002377,13750,4.801,53839,18.800,408836,66582,342254,3.325,20.418,453319,222576,230743,11.116,22.639,-44483,-2.222,40.835,41839,42068,183560
2011,d) 3,262691,271204,2025318,2051397,14906,5.181,47921,16.656,371879,63615,308264,3.101,18.128,423122,206092,217030,10.046,20.626,-51243,-2.498,36.256,36827,37024,167738
2011,e) 4,245101,253649,2006597,2035174,14363,5.385,40506,15.187,335497,62065,273432,3.050,16.485,390699,174847,215852,8.591,19.197,-55202,-2.712,32.970,30591,30877,141551
2011,f) 5,234408,244213,2003879,2028988,13392,5.233,36802,14.380,320384,56655,263729,2.792,15.790,369673,159745,209928,7.873,18.220,-49289,-2.429,31.581,27240,27499,126905
2011,g) 6 to 10,873369,936636,9544917,9639718,42726,4.404,109571,11.295,1345330,234074,1111256,2.428,13.956,1531443,572882,958561,5.943,15.887,-186113,-1.931,27.912,78548,80013,421337
2011,h) 11 to 15,629295,718542,8996761,9050744,28746,3.898,66583,9.029,1118444,197192,921252,2.179,12.357,1224782,397440,827342,4.391,13.532,-106338,-1.175,24.715,44220,45544,256036
2011,i) 16 to 20,472627,568290,7938582,7983005,19138,3.293,44729,7.697,898492,160187,738305,2.007,11.255,987967,286584,701383,3.590,12.376,-89475,-1.121,22.510,28631,29911,182837
2011,j) 21 to 25,386281,508320,9000672,8982543,15833,3.057,34988,6.756,1006023,176982,829041,1.970,11.200,968567,290956,677611,3.239,10.783,37456,0.417,21.566,20800,22021,129545
2011,k) 26+,467480,672541,13037938,13086242,21149,3.095,42665,6.244,1278845,247635,1031210,1.892,9.772,1379534,361224,1018310,2.760,10.542,-100689,-0.769,19.545,22798,26936,162780
2011,l) Left Censored,481521,1532063,52081898,51978043,75832,4.920,94115,6.107,5023775,1174755,3849020,2.260,9.665,4808261,1241455,3566806,2.388,9.251,215514,0.415,18.501,19426,21923,174224
2012,a) 0,409181,413846,2256799,1128400,413846,200.000,X,X,2256799,2256799,X,200.000,200.000,X,X,X,X,X,2256799,200.000,X,X,X,X
2012,b) 1,308199,313091,2074522,2075246,2783,0.783,87456,24.606,569166,38381,530785,1.849,27.426,566035,314121,251914,15.137,27.276,3131,0.151,54.551,67085,67183,256306
2012,c) 2,251042,261306,2158482,2154469,12643,4.528,48523,17.376,441150,58630,382520,2.721,20.476,432846,217666,215180,10.103,20.091,8304,0.385,40.181,37742,37889,175681
2012,d) 3,232378,240888,1962667,1960484,12091,4.775,36787,14.527,376514,53267,323247,2.717,19.205,372106,183336,188770,9.352,18.980,4408,0.225,37.961,28709,28805,146891
2012,e) 4,239948,249447,2009828,2004943,13181,5.067,34507,13.266,372873,66480,306393,3.316,18.598,364088,173960,190128,8.677,18.160,8785,0.438,36.319,26206,26324,139931
2012,f) 5,226011,235185,1995823,1996366,12416,5.082,30662,12.551,341392,51794,289598,2.594,17.101,342625,154258,188367,7.727,17.162,-1233,-0.062,34.201,22928,23138,127371
2012,g) 6 to 10,907045,968194,9824509,9824964,44831,4.492,104447,10.466,1446099,226963,1219136,2.310,14.719,1444655,588012,856643,5.985,14.704,1444,0.015,29.408,73112,74759,446248
2012,h) 11 to 15,620785,702241,8844647,8843179,27507,3.826,60749,8.451,1119296,173604,945692,1.963,12.657,1113068,370369,742699,4.188,12.587,6228,0.070,25.173,39063,40356,239518
2012,i) 16 to 20,483596,580531,8347829,8334712,20031,3.383,43317,7.315,1021000,172169,848831,2.066,12.250,993281,326295,666986,3.915,11.917,27719,0.333,23.835,26406,27672,190958
2012,j) 21 to 25,379191,488930,8398030,8412199,15304,3.072,33730,6.771,945434,163119,782315,1.939,11.239,972421,286777,685644,3.409,11.560,-26987,-0.321,22.478,18668,19769,127916
2012,k) 26+,520490,746019,15105289,15071091,22510,2.968,47298,6.236,1615647,298229,1317418,1.979,10.720,1541116,403374,1137742,2.676,10.226,74531,0.495,20.451,23479,25134,161924
2012,l) Left Censored,464802,1513880,52371964,52316507,73360,4.808,96985,6.357,5250791,1146760,4104031,2.192,10.037,5139119,1377978,3761141,2.634,9.823,111672,0.213,19.646,16961,21656,193152
2013,a) 0,406030,408940,2146295,1073156,408940,200.000,X,X,2146297,2146295,X,199.998,199.999,X,X,X,X,X,2146281,199.997,X,X,X,X
2013,b) 1,318665,324392,2241248,2244704,1581,0.429,90695,24.582,562656,20986,541670,0.935,25.066,561671,319183,242488,14.219,25.022,985,0.044,50.044,69151,69250,259114
2013,c) 2,268112,273648,2064363,2063339,12128,4.135,51438,17.537,443297,59744,383553,2.896,21.484,439653,222204,217449,10.769,21.308,3644,0.177,42.616,40217,40360,184374
2013,d) 3,224835,235609,2134371,2143614,10609,4.270,36266,14.598,373789,53353,320436,2.489,17.437,392039,178505,213534,8.327,18.289,-18250,-0.851,34.875,27968,28123,144844
2013,e) 4,211620,220949,1941074,1953606,9925,4.298,29902,12.948,316035,43036,272999,2.203,16.177,339590,156339,183251,8.003,17.383,-23555,-1.206,32.354,22861,23004,127248
2013,f) 5,221158,231263,1969065,1978380,10757,4.475,28939,12.040,316031,47417,268614,2.397,15.974,334961,146184,188777,7.389,16.931,-18930,-0.957,31.948,21742,21850,115558
2013,g) 6 to 10,918399,976523,9654094,9702574,43758,4.349,102857,10.224,1360924,231258,1129666,2.383,14.026,1456188,553419,902769,5.704,15.008,-95264,-0.982,28.053,73849,74743,415485
2013,h) 11 to 15,618289,697762,9004977,9035587,25761,3.608,58419,8.181,1130546,195043,935503,2.159,12.512,1195298,415308,779990,4.596,13.229,-64752,-0.717,25.024,38797,39785,266874
2013,i) 16 to 20,495649,594810,8616146,8621865,19450,3.206,43260,7.130,996079,208152,787927,2.414,11.553,1003560,304818,698742,3.535,11.640,-7481,-0.087,23.106,27484,28331,184850
2013,j) 21 to 25,372689,470906,7908656,7890823,15298,3.192,32065,6.690,957154,199574,757580,2.529,12.130,920623,291833,628790,3.698,11.667,36531,0.463,23.334,18865,19558,130346
2013,k) 26+,565311,821405,17222900,17192967,24749,2.967,50007,5.996,1817648,347643,1470005,2.022,10.572,1759939,511148,1248791,2.973,10.236,57709,0.336,20.473,26908,28325,201409
2013,l) Left Censored,446767,1496868,52698804,52600148,77822,5.168,96006,6.375,5126224,1348809,3777415,2.564,9.746,4936178,1372146,3564032,2.609,9.384,190046,0.361,18.769,17465,19759,188274
2014,a) 0,412791,418376,2284847,1142424,418376,200.000,X,X,2284847,2284847,X,200.000,200.000,X,X,X,X,X,2284847,200.000,X,X,X,X
2014,b) 1,316420,320518,2154257,2159908,1315,0.361,89508,24.549,575409,25078,550331,1.161,26.640,579495,317747,261748,14.711,26.830,-4086,-0.189,53.281,68187,68282,260336
2014,c) 2,277375,284131,2253191,2244983,12563,4.128,53011,17.417,457740,55861,401879,2.488,20.389,440011,226513,213498,10.090,19.600,17729,0.790,39.199,41285,41532,181766
2014,d) 3,239688,245948,2051654,2058445,10517,4.047,38355,14.759,367200,47366,319834,2.301,17.839,380644,181515,199129,8.818,18.492,-13444,-0.653,35.677,29865,30120,151229
2014,e) 4,204414,216056,2129933,2128538,9585,4.246,28972,12.834,360324,54577,305747,2.564,16.928,356122,156871,199251,7.370,16.731,4202,0.197,33.462,22233,22534,121114
2014,f) 5,194511,205109,1941063,1940137,9237,4.337,24998,11.737,310471,47166,263305,2.431,16.003,307301,127558,179743,6.575,15.839,3170,0.163,31.678,18911,19159,101650
2014,g) 6 to 10,928722,987672,9844141,9834370,42122,4.142,100714,9.903,1407921,235781,1172140,2.398,14.316,1387539,530524,857015,5.395,14.109,20382,0.207,28.218,73078,74240,406649
2014,h) 11 to 15,618846,695774,8890932,8906558,25896,3.645,55349,7.790,1061390,186658,874732,2.096,11.917,1091433,355397,736036,3.990,12.254,-30043,-0.337,23.834,38011,39054,261507
2014,i) 16 to 20,503392,607030,9019174,8978614,21395,3.464,42532,6.887,1059602,211858,847744,2.360,11.801,976084,283522,692562,3.158,10.871,83518,0.930,21.742,27307,28464,169775
2014,j) 21 to 25,370611,463601,7678253,7692059,13615,2.889,29115,6.177,875430,184370,691060,2.397,11.381,911744,296562,615182,3.855,11.853,-36314,-0.472,22.762,18562,19242,122004
2014,k) 26+,607231,893934,19107020,19035492,29919,3.308,51132,5.653,2011715,463570,1548145,2.435,10.568,1861549,512875,1348674,2.694,9.779,150166,0.789,19.559,28910,30350,193234
2014,l) Left Censored,430516,1487992,52768810,52721920,78465,5.257,87531,5.865,4834381,1281035,3553346,2.430,9.170,4748225,1303439,3444786,2.472,9.006,86156,0.163,18.012,16481,18356,158131
2015,a) 0,422049,426848,2315327,1157664,426848,200.000,X,X,2315326,2315326,X,200.000,200.000,X,X,X,X,X,2315323,200.000,X,X,X,X
2015,b) 1,324938,331787,2311103,2289359,1630,0.435,87899,23.445,598351,27499,570852,1.201,26.136,548726,303950,244776,13.277,23.969,49625,2.168,47.937,66920,67034,248054
2015,c) 2,277177,282616,2136888,2139393,13078,4.335,51149,16.956,441647,59523,382124,2.782,20.644,445635,234361,211274,10.955,20.830,-3988,-0.186,41.287,39761,39828,194951
2015,d) 3,249298,256974,2252935,2251561,11793,4.359,38899,14.379,414276,63435,350841,2.817,18.400,412115,206541,205574,9.173,18.304,2161,0.096,36.607,30205,30446,172992
2015,e) 4,218542,225423,2046309,2045896,9725,4.126,30250,12.835,356287,53358,302929,2.608,17.415,356479,161694,194785,7.903,17.424,-192,-0.009,34.829,23428,23700,135749
2015,f) 5,188053,200745,2145193,2146135,8832,4.238,24167,11.596,337997,58393,279604,2.721,15.749,339976,146196,193780,6.812,15.841,-1979,-0.092,31.498,18274,18534,113577
2015,g) 6 to 10,903047,962542,9867865,9864581,40248,4.062,97085,9.797,1389170,237987,1151183,2.413,14.082,1380650,533456,847194,5.408,13.996,8520,0.086,27.992,71148,72507,425535
2015,h) 11 to 15,636301,713416,9230130,9204128,26593,3.651,56490,7.756,1116816,197366,919450,2.144,12.134,1064626,361553,703073,3.928,11.567,52190,0.567,23.134,39439,40461,258716
2015,i) 16 to 20,499775,602165,8969734,8917099,21451,3.502,42316,6.908,1090316,222904,867412,2.500,12.227,979657,298123,681534,3.343,10.986,110659,1.241,21.973,27629,28638,181768
2015,j) 21 to 25,371036,470359,7800394,7805278,14441,3.020,29980,6.270,794776,143955,650821,1.844,10.183,804469,213535,590934,2.736,10.307,-9693,-0.124,20.365,19331,20124,124625
2015,k) 26+,646875,968257,21046522,20982250,31234,3.186,55668,5.678,2133840,490842,1642998,2.339,10.170,1999163,539383,1459780,2.571,9.528,134677,0.642,19.056,31967,33933,214668
2015,l) Left Censored,414081,1468873,53108144,52879658,82760,5.617,91522,6.212,5314583,1507433,3807150,2.851,10.050,4852716,1302138,3550578,2.462,9.177,461867,0.873,18.354,16295,18951,167217
2016,a) 0,443865,447447,2336052,1168026,447447,200.000,X,X,2336052,2336052,X,200.000,200.000,X,X,X,X,X,2336052,200.000,X,X,X,X
2016,b) 1,331496,337710,2328086,2315168,1808,0.473,90434,23.672,600881,30203,570678,1.305,25.954,567359,310005,257354,13.390,24.506,33522,1.448,49.012,69404,69484,255497
2016,c) 2,285794,294321,2311236,2308864,13735,4.388,51140,16.337,475956,71171,404785,3.083,20.614,469586,221917,247669,9.612,20.338,6370,0.276,40.677,40108,40225,184313
2016,d) 3,249363,256070,2099932,2112848,11614,4.312,38184,14.176,372692,58095,314597,2.750,17.639,398088,189033,209055,8.947,18.841,-25396,-1.202,35.279,30084,30141,160975
2016,e) 4,227868,237048,2257732,2250095,10974,4.443,30864,12.496,393948,80268,313680,3.567,17.508,378895,163917,214978,7.285,16.839,15053,0.669,33.678,23948,24099,135466
2016,f) 5,201134,209292,2044133,2048808,9110,4.191,25280,11.630,326672,59967,266705,2.927,15.944,335548,136431,199117,6.659,16.378,-8876,-0.433,31.889,19597,19811,115372
2016,g) 6 to 10,869376,933116,9915774,9929767,39619,4.130,91951,9.585,1409617,263536,1146081,2.654,14.196,1436308,533382,902926,5.372,14.465,-26691,-0.269,28.392,67830,68963,414204
2016,h) 11 to 15,657555,734032,9440759,9478308,26090,3.479,57906,7.721,1140421,203262,937159,2.144,12.032,1212961,395216,817745,4.170,12.797,-72540,-0.765,24.064,40603,41594,293151
2016,i) 16 to 20,493026,592320,8974417,8961093,20575,3.416,40670,6.752,1016666,203056,813610,2.266,11.345,985663,272870,712793,3.045,10.999,31003,0.346,21.999,27153,28288,177724
2016,j) 21 to 25,375466,480021,7994658,8059227,15626,3.206,30407,6.238,884782,192104,692678,2.384,10.978,1014720,312951,701769,3.883,12.591,-129938,-1.612,21.957,19554,20520,138287
2016,k) 26+,684992,1038998,22716137,22652083,34196,3.256,56991,5.426,2325745,550262,1775483,2.429,10.267,2195591,604764,1590827,2.670,9.693,130154,0.575,19.385,34348,36285,251102
2016,l) Left Censored,398447,1477495,53334054,53212937,81847,5.560,71147,4.833,4798686,1242661,3556025,2.335,9.018,4564544,1151213,3413331,2.163,8.578,234142,0.440,17.156,15660,18865,204141
2017,a) 0,440210,444934,2324577,1162314,444934,199.999,X,X,2324575,2324575,X,199.995,199.995,X,X,X,X,X,2324521,199.991,X,X,X,X
2017,b) 1,347410,353621,2350790,2333420,2836,0.709,95871,23.959,635932,48367,587565,2.073,27.253,593376,330132,263244,14.148,25.429,42556,1.824,50.859,73685,73770,270413
2017,c) 2,290392,297599,2329986,2322767,12740,4.013,52407,16.510,480361,57915,422446,2.493,20.681,463303,236056,227247,10.163,19.946,17058,0.734,39.892,40822,40945,195921
2017,d) 3,256342,265769,2270992,2275855,11483,4.105,39452,14.102,428672,58039,370633,2.550,18.836,435276,212095,223181,9.319,19.126,-6604,-0.290,37.671,30748,30881,166848
2017,e) 4,226702,234068,2047581,2067082,9689,3.957,31239,12.759,336839,49759,287080,2.407,16.295,375286,176908,198378,8.558,18.155,-38447,-1.860,32.591,24185,24261,144042
2017,f) 5,208596,218798,2237335,2237274,9252,4.062,27223,11.951,388372,55740,332632,2.491,17.359,390798,174716,216082,7.809,17.468,-2426,-0.108,34.718,20591,20952,143344
